M154;(OSTEO)ARTROSIS EROSIVA|
C835;LINFOMA NO HODGKIN LINFOBLASTICO (DIFUSO)|
C832;LINFOMA NO HODGKIN MIXTO, DE CELULAS PEQUEÑAS Y GRANDES (DIFUSO)|
C821;LINFOMA NO HODGKIN MIXTO, DE PEQUEÑAS CELULAS HENDIDAS Y DE GRANDES CELULAS, FOLICULAR|
C859;LINFOMA NO HODGKIN, NO ESPECIFICADO|
C850;LINFOSARCOMA|
E881;LIPODISTROFIA NO CLASIFICADA EN OTRA PARTE|
E754;LIPOFUSCINOSIS CEROIDE NEURONAL|
E882;LIPOMATOSIS, NO CLASIFICADA EN OTRA PARTE|
L900;LIQUEN ESCLEROSO Y ATROFICO|
L442;LIQUEN ESTRIADO|
L441;LIQUEN NITIDO|
L431;LIQUEN PLANO FLICTENULAR|
L430;LIQUEN PLANO HIPERTROFICO|
L661;LIQUEN PLANO PILARIS|
L433;LIQUEN PLANO SUBAGUDO (ACTIVO)|
L439;LIQUEN PLANO, NO ESPECIFICADO|
L443;LIQUEN ROJO MONILIFORME|
L280;LIQUEN SIMPLE CRONICO|
Y651;LIQUIDO ERRONEO USADO EN INFUSION|
P372;LISTERIOSIS CONGENITA (DISEMINADA)|
A320;LISTERIOSIS CUTANEA|
A329;LISTERIOSIS, NO ESPECIFICADA|
N220;LITIASIS URINARIA EN ESQUISTOSOMIASIS [BILHARZIASIS] (B65*)|
Z932;LLEOSTOMIA|
B743;LOAIASIS|
B480;LOBOMICOSIS|
Q331;LOBULO PULMONAR SUPERNUMERARIO|
M217;LONGITUD DESIGUAL DE LOS MIEMBROS (ADQUIRIDA)|
M964;LORDOSIS POSTQUIRURGICA|
M405;LORDOSIS, NO ESPECIFICADA|
M544;LUMBAGO CON CIATICA|
M545;LUMBAGO NO ESPECIFICADO|
L931;LUPUS ERITEMATOSO CUTANEO SUBAGUDO|
L930;LUPUS ERITEMATOSO DISCOIDE|
M321;LUPUS ERITEMATOSO SISTEMICO CON COMPROMISO DE ORGANOS O SISTEMAS|
M320;LUPUS ERITEMATOSO SISTEMICO, INDUCIDO POR DROGAS|
M329;LUPUS ERITEMATOSO SISTEMICO, SIN OTRA ESPECIFICACION|
Q651;LUXACION CONGENITA DE LA CADERA, BILATERAL|
Q652;LUXACION CONGENITA DE LA CADERA, NO ESPECIFICADA|
Q650;LUXACION CONGENITA DE LA CADERA, UNILATERAL|
S332;LUXACION DE ARTICULACION SACROCOCCIGEA Y SACROILIACA|
S931;LUXACION DE DEDO(S) DEL PIE|
S631;LUXACION DE DEDOS DE LA MANO|
S032;LUXACION DE DIENTE|
S431;LUXACION DE LA ARTICULACION ACROMIOCLAVICULAR|
S430;LUXACION DE LA ARTICULACION DEL HOMBRO|
S930;LUXACION DE LA ARTICULACION DEL TOBILLO|
S432;LUXACION DE LA ARTICULACION ESTERNOCLAVICULAR|
S530;LUXACION DE LA CABEZA DEL RADIO|
S730;LUXACION DE LA CADERA|
S630;LUXACION DE LA MUÑECA|
S831;LUXACION DE LA RODILLA|
S830;LUXACION DE LA ROTULA|
S433;LUXACION DE OTRAS PARTES DE LA CINTURA ESCAPULAR Y DE LAS NO ESPECIFICADAS|
S033;LUXACION DE OTRAS PARTES Y DE LAS NO ESPECIFICADAS DE LA CABEZA|
S333;LUXACION DE OTRAS PARTES Y DE LAS NO ESPECIFICADAS DE LA COLUMNA LUMBAR Y DE LA PELVIS|
S232;LUXACION DE OTRAS PARTES Y DE LAS NO ESPECIFICADAS DEL TORAX|
S933;LUXACION DE OTROS SITIOS Y LOS NO ESPECIFICADOS DEL PIE|
S131;LUXACION DE VERTEBRA CERVICAL|
S331;LUXACION DE VERTEBRA LUMBAR|
S231;LUXACION DE VERTEBRA TORACICA|
S031;LUXACION DEL CARTILAGO SEPTAL DE LA NARIZ|
S531;LUXACION DEL CODO, NO ESPECIFICADA|
H271;LUXACION DEL CRISTALINO|
S030;LUXACION DEL MAXILAR|
M220;LUXACION RECIDIVANTE DE LA ROTULA|
M243;LUXACION Y SUBLUXACION PATOLOGICA DE LA ARTICULACION, NO CLASIFICADA EN OTRA PARTE|
M244;LUXACION Y SUBLUXACION RECIDIVANTE DE LA ARTICULACION|
T112;LUXACION, ESGUINCE O DESGARRO DE ARTICULACION O LIGAMENTO NO ESPECIFICADO DE MIEMBRO SUPERIOR, NIVEL|
T092;LUXACION, ESGUINCE O DESGARRO DE ARTICULACION Y LIGAMENTOS DEL TRONCO, NO ESPECIFICADO|
T132;LUXACION, ESGUINCE O DESGARRO DE ARTICULACION Y LIGAMENTOS NO ESPECIFICADOS DE MIEMBRO INFERIOR, NIV|
T143;LUXACION, ESGUINCE Y TORCEDURA DE REGION NO ESPECIFICADA DEL CUERPO|
S132;LUXACIONES DE OTRAS PARTES Y DE LAS NO ESPECIFICADAS DEL CUELLO|
S632;LUXACIONES MULTIPLES DE DEDOS DE LA MANO|
S133;LUXACIONES MULTIPLES DEL CUELLO|
T039;LUXACIONES, DESGARROS Y ESGUINCES MULTIPLES, NO ESPECIFICADOS|
T031;LUXACIONES, DESGARROS Y ESGUINCES QUE AFECTAN EL TORAX CON LA REGION LUMBOSACRA Y LA PELVIS|
T030;LUXACIONES, DESGARROS Y ESGUINCES QUE AFECTAN LA CABEZA CON EL CUELLO|
T034;LUXACIONES, DESGARROS Y ESGUINCES QUE AFECTAN MULTIPLES REGIONES DEL (DE LOS) MIEMBRO(S) SUPERIOR(ES|
T033;LUXACIONES, DESGARROS Y ESGUINCES QUE AFECTAN MULTIPLES REGIONES DEL (DE LOS) MIEMBROS(S) INFERIOR(E|
T032;LUXACIONES, DESGARROS Y ESGUINCES QUE AFECTAN MULTIPLES REGIONES DEL (DE LOS) MIEMBROS(S) SUPERIOR(E|
T038;LUXACIONES, DESGARROS Y ESGUINCES QUE AFECTAN OTRAS COMBINACIONES DE REGIONES DEL CUERPO|
Q753;MACROCEFALIA|
Q113;MACROFTALMIA|
C880;MACROGLOBULINEMIA DE WALDENSTRÖM|
Q382;MACROGLOSIA|
T363;MACROLIDOS|
Q186;MACROQUEILIA|
Q184;MACROSTOMIA|
Q171;MACROTIA|
T753;MAL DEL MOVIMIENTO|
N995;MAL FUNCIONAMIENTO DE ESTOMA EXTERNO DE VIAS URINARIAS|
Q626;MALA POSICION DEL URETER|
N854;MALA POSICION DEL UTERO|
K904;MALABSORCION DEBIDA A INTOLERANCIA, NO CLASIFICADA EN OTRA PARTE|
K909;MALABSORCION INTESTINAL, NO ESPECIFICADA|
K912;MALABSORCION POSTQUIRURGICA, NO CLASIFICADA EN OTRA PARTE|
R53X;MALESTAR Y FATIGA|
Q282;MALFORMACION ARTERIOVENOSA DE LOS VASOS CEREBRALES|
Q280;MALFORMACION ARTERIOVENOSA DE LOS VASOS PRECEREBRALES|
Q273;MALFORMACION ARTERIOVENOSA PERIFERICA|
Q526;MALFORMACION CONGENITA DE CLITORIS|
Q189;MALFORMACION CONGENITA DE LA CARA Y DEL CUELLO, NO ESPECIFICADA|
Q143;MALFORMACION CONGENITA DE LA COROIDES|
Q319;MALFORMACION CONGENITA DE LA LARINGE, NO ESPECIFICADA|
Q839;MALFORMACION CONGENITA DE LA MAMA, NO ESPECIFICADA|
Q069;MALFORMACION CONGENITA DE LA MEDULA ESPINAL, NO ESPECIFICADA|
Q309;MALFORMACION CONGENITA DE LA NARIZ, NO ESPECIFICADA|
Q107;MALFORMACION CONGENITA DE LA ORBITA|
Q409;MALFORMACION CONGENITA DE LA PARTE SUPERIOR DEL TUBO DIGESTIVO, NO ESPECIFICADA|
Q829;MALFORMACION CONGENITA DE LA PIEL, NO ESPECIFICADA|
Q141;MALFORMACION CONGENITA DE LA RETINA|
Q741;MALFORMACION CONGENITA DE LA RODILLA|
Q229;MALFORMACION CONGENITA DE LA VALVULA TRICUSPIDE, NO ESPECIFICADA|
Q209;MALFORMACION CONGENITA DE LAS CAMARAS CARDIACAS Y SUS CONEXIONES, NO ESPECIFICADA|
Q849;MALFORMACION CONGENITA DE LAS FANERAS, NO ESPECIFICADA|
Q259;MALFORMACION CONGENITA DE LAS GRANDES ARTERIAS, NO ESPECIFICADA|
Q269;MALFORMACION CONGENITA DE LAS GRANDES VENAS, NO ESPECIFICADA|
Q239;MALFORMACION CONGENITA DE LAS VALVULAS AORTICA Y MITRAL, NO ESPECIFICADA|
Q529;MALFORMACION CONGENITA DE LOS GENITALES FEMENINOS, NO ESPECIFICADA|
Q163;MALFORMACION CONGENITA DE LOS HUESECILLOS DEL OIDO|
Q559;MALFORMACION CONGENITA DE LOS ORGANOS GENITALES MASCULINOS, NO ESPECIFICADA|
Q749;MALFORMACION CONGENITA DE MIEMBRO(S), NO ESPECIFICADA|
Q649;MALFORMACION CONGENITA DEL APARATO URINARIO, NO ESPECIFICADA|
Q249;MALFORMACION CONGENITA DEL CORAZON, NO ESPECIFICADA|
Q129;MALFORMACION CONGENITA DEL CRISTALINO, NO ESPECIFICADA|
Q142;MALFORMACION CONGENITA DEL DISCO OPTICO|
Q049;MALFORMACION CONGENITA DEL ENCEFALO, NO ESPECIFICADA|
Q399;MALFORMACION CONGENITA DEL ESOFAGO, NO ESPECIFICADA|
Q767;MALFORMACION CONGENITA DEL ESTERNON|
Q403;MALFORMACION CONGENITA DEL ESTOMAGO, NO ESPECIFICADA|
Q140;MALFORMACION CONGENITA DEL HUMOR VITREO|
Q439;MALFORMACION CONGENITA DEL INTESTINO, NO ESPECIFICADA|
Q165;MALFORMACION CONGENITA DEL OIDO INTERNO|
Q169;MALFORMACION CONGENITA DEL OIDO QUE CAUSA ALTERACION DE LA AUDICION, SIN OTRA ESPECIFICACION|
Q179;MALFORMACION CONGENITA DEL OIDO, NO ESPECIFICADA|
Q339;MALFORMACION CONGENITA DEL PULMON, NO ESPECIFICADA|
Q639;MALFORMACION CONGENITA DEL RIÑON, NO ESPECIFICADA|
Q139;MALFORMACION CONGENITA DEL SEGMENTO ANTERIOR DEL OJO, NO ESPECIFICADA|
Q149;MALFORMACION CONGENITA DEL SEGMENTO POSTERIOR DEL OJO, NO ESPECIFICADA|
Q289;MALFORMACION CONGENITA DEL SISTEMA CIRCULATORIO, NO ESPECIFICADA|
Q459;MALFORMACION CONGENITA DEL SISTEMA DIGESTIVO, NO ESPECIFICADA|
Q079;MALFORMACION CONGENITA DEL SISTEMA NERVIOSO, NO ESPECIFICADA|
Q799;MALFORMACION CONGENITA DEL SISTEMA OSTEOMUSCULAR, NO ESPECIFICADA|
Q349;MALFORMACION CONGENITA DEL SISTEMA RESPIRATORIO, NO ESPECIFICADA|
Q279;MALFORMACION CONGENITA DEL SISTEMA VASCULAR PERIFERICO, NO ESPECIFICADA|
Q219;MALFORMACION CONGENITA DEL TABIQUE CARDIACO, NO ESPECIFICADA|
Q769;MALFORMACION CONGENITA DEL TORAX OSEO, NO ESPECIFICADA|
Q519;MALFORMACION CONGENITA DEL UTERO Y DEL CUELLO UTERINO, NO ESPECIFICADA|
Q759;MALFORMACION CONGENITA NO ESPECIFICADA DE LOS HUESOS DEL CRANEO Y DE LA CARA|
Q899;MALFORMACION CONGENITA, NO ESPECIFICADA|
O431;MALFORMACION DE LA PLACENTA|
Q245;MALFORMACION DE LOS VASOS CORONARIOS|
Q644;MALFORMACION DEL URACO|
Q433;MALFORMACIONES CONGENITAS DE LA FIJACION DEL INTESTINO|
Q891;MALFORMACIONES CONGENITAS DE LA GLANDULA SUPRARRENAL|
Q384;MALFORMACIONES CONGENITAS DE LAS GLANDULAS Y DE LOS CONDUCTOS SALIVALES|
Q380;MALFORMACIONES CONGENITAS DE LOS LABIOS, NO CLASIFICADAS EN OTRA PARTE|
Q892;MALFORMACIONES CONGENITAS DE OTRAS GLANDULAS ENDOCRINAS|
Q890;MALFORMACIONES CONGENITAS DEL BAZO|
Q040;MALFORMACIONES CONGENITAS DEL CUERPO CALLOSO|
Q159;MALFORMACIONES CONGENITAS DEL OJO, NO ESPECIFICADAS|
Q385;MALFORMACIONES CONGENITAS DEL PALADAR, NO CLASIFICADAS EN OTRA PARTE|
Q897;MALFORMACIONES CONGENITAS MULTIPLES, NO CLASIFICADAS EN OTRA PARTE|
Q030;MALFORMACIONES DEL ACUEDUCTO DE SILVIO|
K074;MALOCLUSION DE TIPO NO ESPECIFICADO|
Q831;MAMA SUPERNUMERARIA|
L813;MANCHAS CAFE CON LECHE|
T572;MANGANESO Y SUS COMPUESTOS|
F302;MANIA CON SINTOMAS PSICOTICOS|
F301;MANIA SIN SINTOMAS PSICOTICOS|
J700;MANIFESTACIONES PULMONARES AGUDAS DEBIDAS A RADIACION|
J701;MANIFESTACIONES PULMONARES CRONICAS Y OTRAS MANIFESTACIONES DEBIDAS A RADIACION|
Q716;MANO EN PINZA DE LANGOSTA|
M215;MANO O PIE EN GARRA O EN TALIPES, PIE EQUINOVARO O ZAMBO ADQUIRIDOS|
T690;MANO Y PIE DE INMERSION|
B744;MANSONELIASIS|
E41X;MARASMO NUTRICIONAL|
R260;MARCHA ATAXICA|
R261;MARCHA PARALITICA|
R42X;MAREO Y DESVANECIMIENTO|
N63X;MASA NO ESPECIFICADA EN LA MAMA|
P390;MASTITIS INFECCIOSA NEONATAL|
O912;MASTITIS NO PURULENTA ASOCIADAS CON EL PARTO|
Q822;MASTOCITOSIS|
N644;MASTODINIA|
H700;MASTOIDITIS AGUDA|
H701;MASTOIDITIS CRONICA|
H750;MASTOIDITIS EN ENFERMEDADES INFECCIOSAS Y PARASITARIAS CLASIFICADAS EN OTRA PARTE|
H709;MASTOIDITIS, NO ESPECIFICADA|
N601;MASTOPATIA QUISTICA DIFUSA|
Y640;MEDICAMENTO O SUSTANCIA BIOLOGICA CONTAMINADO EN INFUSION O TRANSFUSION|
Y649;MEDICAMENTO O SUSTANCIA BIOLOGICA CONTAMINADO, ADMINISTRADO POR MEDIOS NO ESPECIFICADOS|
Y648;MEDICAMENTO O SUSTANCIA BIOLOGICA CONTAMINADO, ADMINISTRADO POR OTROS MEDIOS|
Y641;MEDICAMENTO O SUSTANCIA BIOLOGICA CONTAMINADO, INYECTADO O USADO PARA INMUNIZACION|
Z299;MEDIDA PROFILACTICA NO ESPECIFICADA|
K931;MEGACOLON EN LA ENFERMEDAD DE CHAGAS (B57.3*)|
K593;MEGACOLON, NO CLASIFICADO EN OTRA PARTE|
K231;MEGAESOFAGO EN LA ENFERMEDAD DE CHAGAS (B57.3*)|
Q045;MEGALENCEFALIA|
Q622;MEGALOURETER CONGENITO|
D032;MELANOMA IN SITU DE LA OREJA Y DEL CONDUCTO AUDITIVO EXTERNO|
D033;MELANOMA IN SITU DE OTRAS PARTES Y DE LAS NO ESPECIFICADAS DE LA CARA|
D038;MELANOMA IN SITU DE OTROS SITIOS|
D034;MELANOMA IN SITU DEL CUERO CABELLUDO Y DEL CUELLO|
D030;MELANOMA IN SITU DEL LABIO|
D037;MELANOMA IN SITU DEL MIEMBRO INFERIOR, INCLUIDA LA CADERA|
D036;MELANOMA IN SITU DEL MIEMBRO SUPERIOR, INCLUIDO EL HOMBRO|
D031;MELANOMA IN SITU DEL PARPADO Y DE LA COMISURA PALPEBRAL|
D035;MELANOMA IN SITU DEL TRONCO|
D039;MELANOMA IN SITU, SITIO NO ESPECIFICADO|
C432;MELANOMA MALIGNO DE LA OREJA Y DEL CONDUCTO AUDITIVO EXTERNO|
C433;MELANOMA MALIGNO DE LAS OTRAS PARTES Y LAS NO ESPECIFICADAS DE LA CARA|
C439;MELANOMA MALIGNO DE PIEL, SITIO NO ESPECIFICADO|
C438;MELANOMA MALIGNO DE SITIOS CONTIGUOS DE LA PIEL|
C434;MELANOMA MALIGNO DEL CUERO CABELLUDO Y DEL CUELLO|
C430;MELANOMA MALIGNO DEL LABIO|
C437;MELANOMA MALIGNO DEL MIEMBRO INFERIOR, INCLUIDO LA CADERA|
C436;MELANOMA MALIGNO DEL MIEMBRO SUPERIOR, INCLUIDA EL HOMBRO|
C431;MELANOMA MALIGNO DEL PARPADO, INCLUIDA LA COMISURA PALPEBRAL|
C435;MELANOMA MALIGNO DEL TRONCO|
K921;MELENA|
P541;MELENA NEONATAL|
A241;MELIOIDOSIS AGUDA Y FULMINANTE|
A242;MELIOIDOSIS SUBAGUDA Y CRONICA|
A244;MELIOIDOSIS, NO ESPECIFICADA|
Q701;MEMBRANA INTERDIGITAL DE LA MANO|
Q703;MEMBRANA INTERDIGITAL DEL PIE|
H214;MEMBRANAS PUPILARES|
R291;MENINGISMO|
G030;MENINGITIS APIOGENA|
G009;MENINGITIS BACTERIANA, NO ESPECIFICADA|
G031;MENINGITIS CRONICA|
A871;MENINGITIS DEBIDA A ADENOVIRUS (G02.0*)|
B375;MENINGITIS DEBIDA A CANDIDA (G02.1*)|
B384;MENINGITIS DEBIDA A COCCIDIOIDOMICOSIS (G02.1*)|
B021;MENINGITIS DEBIDA A HERPES ZOSTER (G02.0*)|
B010;MENINGITIS DEBIDA A VARICELA (G02.0*)|
G038;MENINGITIS DEBIDAS A OTRAS CAUSAS ESPECIFICADAS|
G01X;MENINGITIS EN ENFERMEDADES BACTERIANAS CLASIFICADAS EN OTRA PARTE|
G020;MENINGITIS EN ENFERMEDADES VIRALES CLASIFICADAS EN OTRA PARTE|
G021;MENINGITIS EN MICOSIS|
G028;MENINGITIS EN OTRAS ENFERMEDADES INFECCIOSAS Y PARASITARIAS ESPECIFICADAS CLASIFICADAS EN OTRA PARTE|
A870;MENINGITIS ENTEROVIRAL (G02.0*)|
G003;MENINGITIS ESTAFILOCOCICA|
G002;MENINGITIS ESTREPTOCOCICA|
B003;MENINGITIS HERPETICA (G02.0*)|
A390;MENINGITIS MENINGOCOCICA (G01*)|
G001;MENINGITIS NEUMOCOCICA|
G000;MENINGITIS POR HEMOFILOS|
B261;MENINGITIS POR PAROTIDITIS (G02.0*)|
A203;MENINGITIS POR PESTE|
G032;MENINGITIS RECURRENTE BENIGNA [MOLLARET]|
A170;MENINGITIS TUBERCULOSA (G01*)|
A879;MENINGITIS VIRAL, SIN OTRA ESPECIFICACION|
A321;MENINGITIS Y MENINGOENCEFALITIS LISTERIANA|
G039;MENINGITIS, NO ESPECIFICADA|
A392;MENINGOCOCEMIA AGUDA|
A393;MENINGOCOCEMIA CRONICA|
A394;MENINGOCOCEMIA, NO ESPECIFICADA|
B582;MENINGOENCEFALITIS DEBIDA A TOXOPLASMA (G05.2*)|
G042;MENINGOENCEFALITIS Y MENINGOMIELITIS BACTERIANAS, NO CLASIFICADAS EN OTRA PARTE|
M231;MENISCO DISCOIDE (CONGENITO)|
M230;MENISCO QUISTICO|
N922;MENSTRUACION EXCESIVA EN LA PUBERTAD|
N921;MENSTRUACION EXCESIVA Y FRECUENTE CON CICLO IRREGULAR|
N920;MENSTRUACION EXCESIVA. Y FRECUENTE CON CICLO REGULAR|
N926;MENSTRUACION IRREGULAR, NO ESPECIFICADA|
G571;MERALGIA PARESTESICA|
T561;MERCURIO Y SUS COMPUESTOS|
C450;MESOTELIOMA DE LA PLEURA|
C457;MESOTELIOMA DE OTROS SITIOS ESPECIFICADOS|
C452;MESOTELIOMA DEL PERICARDIO|
C451;MESOTELIOMA DEL PERITONEO|
C459;MESOTELIOMA, DE SITIO NO ESPECIFICADO|
T403;METADONA|
D740;METAHEMOGLOBINEMIA CONGENITA|
D749;METAHEMOGLOBINEMIA, NO ESPECIFICADA|
T569;METAL, NO ESPECIFICADO|
T511;METANOL|
M774;METATARSALGIA|
Q662;METATARSUS VARUS|
M791;MIALGIA|
B330;MIALGIA EPIDEMICA|
B874;MIASIS AURAL|
B870;MIASIS CUTANEA|
B878;MIASIS DE OTROS SITIOS|
B871;MIASIS EN HERIDAS|
B873;MIASIS NASOFARINGEA|
B872;MIASIS OCULAR|
B879;MIASIS, NO ESPECIFICADA|
G702;MIASTENIA CONGENITA O DEL DESARROLLO|
P940;MIASTENIA GRAVE NEONATAL TRANSITORIA|
G700;MIASTENIA GRAVIS|
R309;MICCION DOLOROSA, NO ESPECIFICADA|
B479;MICETOMA, NO ESPECIFICADO|
C840;MICOSIS FUNGOIDE|
B487;MICOSIS OPORTUNISTAS|
B369;MICOSIS SUPERFICIAL, SIN OTRA ESPECIFICACION|
B49X;MICOSIS, NO ESPECIFICADA|
M311;MICROANGIOPATIA TROMBOTICA|
Q02X;MICROCEFALIA|
Q112;MICROFTALMIA|
Q187;MICROQUEILIA|
Q185;MICROSTOMIA|
Q172;MICROTIA|
G372;MIELINOLISIS CENTRAL PONTINA|
G374;MIELITIS NECROTIZANTE SUBAGUDA|
G373;MIELITIS TRANSVERSA AGUDA EN ENFERMEDAD DESMIELINIZANTE DEL SISTEMA NERVIOSO CENTRAL|
C945;MIELOFIBROSIS AGUDA|
C900;MIELOMA MULTIPLE|
G992;MIELOPATIA EN ENFERMEDADES CLASIFICADAS EN OTRA PARTE|
G951;MIELOPATIAS VASCULARES|
G433;MIGRAÑA COMPLICADA|
G431;MIGRAÑA CON AURA [MIGRAÑA CLASICA]|
G430;MIGRAÑA SIN AURA [MIGRAÑA COMUN]|
G439;MIGRAÑA, NO ESPECIFICADA|
L752;MILIARIA APOCRINA|
L741;MILIARIA CRISTALINA|
L742;MILIARIA PROFUNDA|
L740;MILIARIA RUBRA|
L743;MILIARIA, NO ESPECIFICADA|
T500;MINERALOCORTICOIDES Y SUS ANTAGONISTAS|
I409;MIOCARDITIS AGUDA, NO ESPECIFICADA|
I401;MIOCARDITIS AISLADA|
I410;MIOCARDITIS EN ENFERMEDADES BACTERIANAS CLASIFICADAS EN OTRA PARTE|
I411;MIOCARDITIS EN ENFERMEDADES VIRALES CLASIFICADAS EN OTRA PARTE|
I418;MIOCARDITIS EN OTRAS ENFERMEDADES CLASIFICADAS EN OTRA PARTE|
I412;MIOCARDITIS EN OTRAS ENFERMEDADES INFECCIOSAS Y PARASITARIAS CLASIFICADAS EN OTRA PARTE|
I400;MIOCARDITIS INFECCIOSA|
I090;MIOCARDITIS REUMATICA|
I012;MIOCARDITIS REUMATICA AGUDA|
I514;MIOCARDITIS, NO ESPECIFICADA|
G253;MIOCLONIA|
G4046;MIOCLONÍA PERIORAL CON AUSENCIAS|
R821;MIOGLOBINURIA|
G721;MIOPATIA ALCOHOLICA|
G722;MIOPATIA DEBIDA A OTROS AGENTES TOXICOS|
G735;MIOPATIA EN ENFERMEDADES ENDOCRINAS|
G734;MIOPATIA EN ENFERMEDADES INFECCIOSAS Y PARASITARIAS CLASIFICADAS EN OTRA PARTE|
G736;MIOPATIA EN ENFERMEDADES METABOLICAS|
G737;MIOPATIA EN OTRAS ENFERMEDADES CLASIFICADAS EN OTRA PARTE|
G720;MIOPATIA INDUCIDA POR DROGAS|
G724;MIOPATIA INFLAMATORIA, NO CLASIFICADA EN OTRA PARTE|
G713;MIOPATIA MITOCONDRICA, NO CLASIFICADA EN OTRA PARTE|
G729;MIOPATIA, NO ESPECIFICADA|
G712;MIOPATIAS CONGENITAS|
H521;MIOPIA|
H442;MIOPIA DEGENERATIVA|
G514;MIOQUIMIA FACIAL|
M630;MIOSITIS EN ENFERMEDADES BACTERIANAS CLASIFICADAS EN OTRA PARTE|
M631;MIOSITIS EN INFECCIONES POR PROTOZOARIOS Y PARASITOS CLASIFICADAS EN OTRA PARTE|
M632;MIOSITIS EN OTRAS ENFERMEDADES INFECCIOSAS CLASIFICADAS EN OTRA PARTE|
M633;MIOSITIS EN SARCOIDOSIS (D86.8*)|
M600;MIOSITIS INFECCIOSA|
M601;MIOSITIS INTERSTICIAL|
M611;MIOSITIS OSIFICANTE PROGRESIVA|
M610;MIOSITIS OSIFICANTE TRAUMATICA|
M609;MIOSITIS, NO ESPECIFICADA|
H730;MIRINGITIS AGUDA|
H731;MIRINGITIS CRONICA|
O010;MOLA HIDATIFORME CLASICA O COMPLETA|
O011;MOLA HIDATIFORME, INCOMPLETA O PARCIAL|
O019;MOLA HIDATIFORME, NO ESPECIFICADA|
B081;MOLUSCO CONTAGIOSO|
M131;MONOARTRITIS, NO CLASIFICADA EN OTRA PARTE|
G587;MONONEURITIS MULTIPLE|
G579;MONONEUROPATIA DEL MIEMBRO INFERIOR, SIN OTRA ESPECIFICACION|
G569;MONONEUROPATIA DEL MIEMBRO SUPERIOR, SIN OTRA ESPECIFICACION|
G590;MONONEUROPATIA DIABETICA (E10-E14* CON CUARTO CARACTER COMUN .4)|
G589;MONONEUROPATIA, NO ESPECIFICADA|
B270;MONONUCLEOSIS DEBIDA A HERPES VIRUS GAMMA|
B279;MONONUCLEOSIS INFECCIOSA, NO ESPECIFICADA|
B271;MONONUCLEOSIS POR CITOMEGALOVIRUS|
G831;MONOPLEJIA DE MIEMBRO INFERIOR|
G832;MONOPLEJIA DE MIEMBRO SUPERIOR|
G833;MONOPLEJIA, NO ESPECIFICADA|
Q931;MONOSOMIA COMPLETA DE UN CROMOSOMA, MOSAICO (POR FALTA DE DISYUNCION MITOTICA)|
Q930;MONOSOMIA COMPLETA DE UN CROMOSOMA, POR FALTA DE DISYUNCION MEIOTICA|
W53X;MORDEDURA DE RATA|
W536;MORDEDURA DE RATA, EN AREA INDUSTRIAL Y DE LA CONSTRUCCION|
W533;MORDEDURA DE RATA, EN AREAS DE DEPORTE Y ATLETISMO|
W534;MORDEDURA DE RATA, EN CALLES Y CARRETERAS|
W535;MORDEDURA DE RATA, EN COMERCIO Y AREA DE SERVICIOS|
W532;MORDEDURA DE RATA, EN ESCUELAS, OTRAS INSTITUCIONES Y AREAS ADMINISTRATIVAS PUBLICAS|
W537;MORDEDURA DE RATA, EN GRANJA|
W531;MORDEDURA DE RATA, EN INSTITUCION RESIDENCIAL|
W539;MORDEDURA DE RATA, EN LUGAR NO ESPECIFICADO|
W538;MORDEDURA DE RATA, EN OTRO LUGAR ESPECIFICADO|
W530;MORDEDURA DE RATA, EN VIVIENDA|
K131;MORDEDURA DEL LABIO Y DE LA MEJILLA|
W59X;MORDEDURA O APLASTAMIENTO POR OTROS REPTILES|
W596;MORDEDURA O APLASTAMIENTO POR OTROS REPTILES, EN AREA INDUSTRIAL Y DE LA CONSTRUCCION|
W593;MORDEDURA O APLASTAMIENTO POR OTROS REPTILES, EN AREAS DE DEPORTE Y ATLETISMO|
W594;MORDEDURA O APLASTAMIENTO POR OTROS REPTILES, EN CALLES Y CARRETERAS|
W595;MORDEDURA O APLASTAMIENTO POR OTROS REPTILES, EN COMERCIO Y AREA DE SERVICIOS|
W592;MORDEDURA O APLASTAMIENTO POR OTROS REPTILES, EN ESCUELAS, OTRAS INSTITUCIONES Y AREAS ADMINISTRATIV|
W597;MORDEDURA O APLASTAMIENTO POR OTROS REPTILES, EN GRANJA|
W591;MORDEDURA O APLASTAMIENTO POR OTROS REPTILES, EN INSTITUCION RESIDENCIAL|
W599;MORDEDURA O APLASTAMIENTO POR OTROS REPTILES, EN LUGAR NO ESPECIFICADO|
W598;MORDEDURA O APLASTAMIENTO POR OTROS REPTILES, EN OTRO LUGAR ESPECIFICADO|
W590;MORDEDURA O APLASTAMIENTO POR OTROS REPTILES, EN VIVIENDA|
W58X;MORDEDURA O ATAQUE DE COCODRILO O CAIMAN|
W586;MORDEDURA O ATAQUE DE COCODRILO O CAIMAN, EN AREA INDUSTRIAL Y DE LA CONSTRUCCION|
W583;MORDEDURA O ATAQUE DE COCODRILO O CAIMAN, EN AREAS DE DEPORTE Y ATLETISMO|
W584;MORDEDURA O ATAQUE DE COCODRILO O CAIMAN, EN CALLES Y CARRETERAS|
W585;MORDEDURA O ATAQUE DE COCODRILO O CAIMAN, EN COMERCIO Y AREA DE SERVICIOS|
W582;MORDEDURA O ATAQUE DE COCODRILO O CAIMAN, EN ESCUELAS, OTRAS INSTITUCIONES Y AREAS ADMINISTRATIVAS P|
