idsolicitud,fechahora,idusuario,descontado,totalentregado
"000018602","2022-02-15 12:40:58","XGOMEZ12","16.00","30000.00"
"000018603","2022-02-15 10:46:22","XGOMEZ12","274.90","1500.00"
"000018604","2022-02-15 10:41:18","GUIPOMA","1.00","500.00"
"000018605","2022-02-15 10:39:18","XGOMEZ12","7.90","1000.00"
"000018608","2022-02-15 10:50:03","XGOMEZ12","106.60","500.00"
"000018610","2022-02-15 10:26:29","XGOMEZ12","1480.00","6000.00"
"000018611","2022-02-16 16:48:25","LUGAZ09","17.00","25000.00"
"000018612","2022-02-15 11:19:01","LUGAZ09","1.00","1000.00"
"000018613","2022-02-15 09:48:21","JMEZA","183.20","500.00"
"000018614","2022-02-15 09:53:40","JMEZA","111.00","1000.00"
"000018615","2022-02-15 09:51:24","JMEZA","204.60","700.00"
"000018616","2022-02-15 09:56:12","JMEZA","5.50","400.00"
"000018617","2022-02-15 10:45:53","JMEZA","3.70","300.00"
"000018618","2022-02-15 12:40:51","KESPIRITU","0.00","900.00"
"000018619","2022-02-15 12:23:46","JMEZA","317.20","1200.00"
"000018620","2022-02-15 10:33:57","XGOMEZ12","2.00","2000.00"
"000018621","2022-02-15 11:53:43","LUGAZ09","542.80","2000.00"
"000018622","2022-02-19 11:50:44","GUIPOMA","1.00","1000.00"
"000018623","2022-02-15 11:22:25","LUGAZ09","823.50","3000.00"
"000018625","2022-02-15 12:26:53","KESPIRITU","1.00","1000.00"
"000018626","2022-02-17 18:32:30","JMEZA","273.40","1000.00"
"000018627","2022-02-15 11:33:39","JMEZA","2.00","2000.00"
"000018628","2022-02-15 17:39:41","XGOMEZ12","1094.00","4000.00"
"000018629","2022-02-16 10:10:01","KESPIRITU","1.00","1000.00"
"000018630","2022-02-16 11:11:56","XGOMEZ12","1.00","1000.00"
"000018631","2022-02-16 10:37:46","XGOMEZ12","75.00","1000.00"
"000018632","2022-02-15 19:00:23","JMEZA","1.30","1000.00"
"000018633","2022-02-16 10:23:45","XGOMEZ12","1.00","800.00"
"000018634","2022-02-16 11:06:36","LUGAZ09","1.00","500.00"
"000018635","2022-02-16 10:28:32","XGOMEZ12","1.90","200.00"
"000018636","2022-02-16 10:26:25","XGOMEZ12","4.20","800.00"
"000018637","2022-02-16 10:33:10","LUGAZ09","37.40","1000.00"
"000018638","2022-02-16 10:29:45","XGOMEZ12","1.90","200.00"
"000018639","2022-02-16 10:39:49","LUGAZ09","137.10","500.00"
"000018640","2022-02-16 10:43:14","JMEZA","2.00","1200.00"
"000018641","2022-02-16 10:50:42","JMEZA","1.00","500.00"
"000018642","2022-02-16 10:52:50","JMEZA","530.20","2000.00"
"000018643","2022-02-16 10:55:43","JMEZA","96.00","600.00"
"000018644","2022-02-16 10:46:51","JMEZA","1.00","400.00"
"000018646","2022-02-16 10:33:13","XGOMEZ12","2.00","2000.00"
"000018647","2022-02-16 11:08:05","JMEZA","363.40","1000.00"
"000018648","2022-02-16 10:30:17","XGOMEZ12","1.00","1000.00"
"000018649","2022-02-16 10:09:16","JMEZA","2.20","400.00"
"000018650","2022-02-16 10:07:44","XGOMEZ12","1583.00","6000.00"
"000018651","2022-02-16 10:02:19","XGOMEZ12","1.40","900.00"
"000018653","2022-02-16 10:49:17","JMEZA","92.50","600.00"
"000018654","2022-02-16 10:31:54","XGOMEZ12","531.80","2000.00"
"000018655","2022-02-16 20:09:37","KESPIRITU","3.00","3000.00"
"000018656","2022-02-16 11:12:35","JMEZA","3.20","1400.00"
"000018657","2022-02-16 18:19:14","KESPIRITU","1.00","500.00"
"000018658","2022-02-16 17:30:02","XGOMEZ12","1.90","1000.00"
"000018659","2022-02-16 17:34:27","JMEZA","1.00","300.00"
"000018661","2022-02-17 09:27:36","LUGAZ09","12.50","300.00"
"000018662","2022-02-17 09:59:16","LUGAZ09","1.30","600.00"
"000018663","2022-02-17 12:43:11","LUGAZ09","1.00","300.00"
"000018664","2022-02-17 10:01:37","LUGAZ09","108.20","1000.00"
"000018665","2022-02-17 11:17:17","LUGAZ09","9.20","1200.00"
"000018666","2022-02-17 09:16:55","LUGAZ09","74.60","500.00"
"000018667","2022-02-17 09:23:00","LUGAZ09","1.00","500.00"
"000018668","2022-02-17 09:56:30","LUGAZ09","55.20","1000.00"
"000018669","2022-02-17 10:00:41","XGOMEZ12","743.00","3000.00"
"000018670","2022-02-17 10:41:29","XGOMEZ12","1.00","300.00"
"000018671","2022-02-17 10:35:47","XGOMEZ12","58.60","1000.00"
"000018672","2022-02-17 10:08:00","LUGAZ09","2.00","2000.00"
"000018673","2022-02-17 18:40:46","KESPIRITU","1.00","400.00"
"000018674","2022-02-17 11:04:54","JMEZA","932.00","14000.00"
"000018675","2022-02-17 11:20:36","XGOMEZ12","1.00","500.00"
"000018676","2022-02-17 10:33:49","JMEZA","221.40","800.00"
"000018677","2022-02-17 10:34:19","JMEZA","221.40","800.00"
"000018678","2022-02-17 10:30:35","JMEZA","1270.00","3000.00"
"000018680","2022-02-17 10:45:24","XGOMEZ12","223.70","1000.00"
"000018681","2022-02-17 10:27:44","JMEZA","1.00","300.00"
"000018682","2022-02-17 10:42:35","XGOMEZ12","1.00","1000.00"
"000018683","2022-02-17 10:46:45","XGOMEZ12","1.00","300.00"
"000018684","2022-02-17 10:38:44","XGOMEZ12","2.50","200.00"
"000018685","2022-02-18 10:59:20","GUIPOMA","1.00","1000.00"
"000018686","2022-02-17 10:37:20","JMEZA","472.40","2000.00"
"000018687","2022-02-17 10:55:29","LUGAZ09","1.40","1000.00"
"000018688","2022-02-17 19:14:44","KESPIRITU","1.00","300.00"
"000018689","2022-02-17 12:23:03","XGOMEZ12","1.00","200.00"
"000018690","2022-02-17 18:28:22","GUIPOMA","1.00","1000.00"
"000018691","2022-02-17 18:27:26","GUIPOMA","1.00","300.00"
"000018692","2022-02-17 17:45:10","XGOMEZ12","16.00","5000.00"
"000018693","2022-02-18 17:16:18","GUIPOMA","1.00","1000.00"
"000018694","2022-02-18 18:57:11","GUIPOMA","1.00","500.00"
"000018695","2022-02-18 09:30:57","LUGAZ09","137.30","500.00"
"000018696","2022-02-18 11:04:28","LUGAZ09","1.00","1000.00"
"000018697","2022-02-18 10:19:12","JMEZA","3.00","2500.00"
"000018698","2022-02-18 10:34:17","LUGAZ09","14.70","200.00"
"000018699","2022-02-18 09:57:23","JMEZA","3.00","3000.00"
"000018700","2022-02-18 11:53:39","LUGAZ09","1.00","500.00"
"000018703","2022-02-18 09:50:43","JMEZA","370.80","1700.00"
"000018704","2022-02-18 09:31:40","JMEZA","253.40","1000.00"
"000018705","2022-02-18 09:42:28","JMEZA","79.80","200.00"
"000018706","2022-02-18 09:28:01","JMEZA","74.20","1000.00"
"000018707","2022-02-18 10:19:29","JMEZA","1.00","250.00"
"000018708","2022-02-18 11:17:11","LUGAZ09","1.00","300.00"
"000018709","2022-02-18 17:22:57","GUIPOMA","1.00","500.00"
"000018710","2022-02-18 17:02:34","GUIPOMA","1.00","500.00"
"000018711","2022-02-18 16:56:14","GUIPOMA","548.00","2500.00"
"000018712","2022-02-18 18:10:48","XGOMEZ12","1.00","600.00"
"000018713","2022-02-18 18:30:29","XGOMEZ12","205.00","700.00"
"000018714","2022-02-19 09:14:28","LUGAZ09","1.00","1000.00"
"000018715","2022-02-19 08:34:43","LUGAZ09","45.40","1000.00"
"000018716","2022-02-19 11:25:44","LUGAZ09","145.40","1000.00"
"000018717","2022-02-19 11:27:07","GUIPOMA","1.00","200.00"
"000018718","2022-02-19 09:39:29","LUGAZ09","1.00","400.00"
"000018719","2022-02-19 08:44:54","LUGAZ09","363.80","1000.00"
"000018720","2022-02-19 08:41:23","LUGAZ09","176.20","600.00"
"000018722","2022-02-19 09:47:02","XGOMEZ12","1.00","200.00"
"000018724","2022-02-19 09:37:02","JMEZA","1.00","150.00"
"000018725","2022-02-19 09:50:15","XGOMEZ12","181.40","500.00"
"000018726","2022-02-19 10:47:09","JMEZA","1.00","500.00"
"000018727","2022-02-19 13:01:48","GUIPOMA","2.00","2000.00"
"000018728","2022-02-19 10:20:35","JMEZA","4.20","600.00"
"000018729","2022-02-19 09:58:52","JMEZA","326.20","1000.00"
"000018730","2022-02-19 10:01:36","JMEZA","110.60","400.00"
"000018731","2022-02-22 15:54:42","GUIPOMA","1.00","1000.00"
"000018732","2022-02-19 11:30:29","GUIPOMA","363.00","1000.00"
"000018733","2022-02-19 11:34:58","LUGAZ09","215.40","1500.00"
"000018734","2022-02-19 13:18:53","GUIPOMA","1.00","800.00"
"000018735","2022-02-22 11:04:05","GUIPOMA","1.00","400.00"
"000018736","2022-02-19 13:43:14","LUGAZ09","1.00","400.00"
"000018737","2022-02-19 14:07:36","XGOMEZ12","1.00","500.00"
"000018738","2022-02-21 10:09:10","JMEZA","122.90","400.00"
"000018739","2022-02-21 10:06:29","JMEZA","2.60","700.00"
"000018740","2022-02-21 15:33:39","LUGAZ09","198.00","600.00"
"000018741","2022-02-21 12:12:52","LUGAZ09","512.40","1400.00"
"000018742","2022-02-21 10:04:01","JMEZA","307.50","1000.00"
"000018743","2022-02-21 09:48:19","LUGAZ09","1.00","1000.00"
"000018744","2022-02-21 10:31:10","XGOMEZ12","1.00","300.00"
"000018745","2022-02-21 10:30:36","LUGAZ09","6.70","700.00"
"000018746","2022-02-21 10:06:23","XGOMEZ12","147.80","500.00"
"000018747","2022-02-21 10:20:37","LUGAZ09","1085.00","4000.00"
"000018748","2022-02-21 10:29:24","XGOMEZ12","74.10","600.00"
"000018749","2022-02-21 19:11:19","LUGAZ09","1.00","1000.00"
"000018750","2022-02-21 10:08:45","XGOMEZ12","1.00","500.00"
"000018751","2022-02-21 10:24:09","XGOMEZ12","3.10","300.00"
"000018752","2022-02-21 10:16:29","LUGAZ09","698.00","3000.00"
"000018753","2022-02-21 10:26:55","XGOMEZ12","215.80","1000.00"
"000018754","2022-02-21 10:18:01","JMEZA","27.90","200.00"
"000018755","2022-02-21 10:19:38","JMEZA","1.00","200.00"
"000018756","2022-02-21 10:46:49","XGOMEZ12","1.00","1000.00"
"000018757","2022-02-21 16:45:28","GUIPOMA","2.00","1500.00"
"000018758","2022-02-21 18:55:21","GUIPOMA","1.00","400.00"
"000018760","2022-02-22 10:30:57","LUGAZ09","1.00","1000.00"
"000018761","2022-02-21 17:46:38","kespiritu","1.00","1000.00"
"000018763","2022-02-22 09:03:44","LUGAZ09","1.30","1000.00"
"000018764","2022-02-22 08:58:30","LUGAZ09","219.10","2000.00"
"000018765","2022-02-22 10:11:38","XGOMEZ12","1.90","600.00"
"000018766","2022-02-22 08:55:12","LUGAZ09","5.20","1500.00"
"000018767","2022-02-22 10:14:52","XGOMEZ12","1.00","500.00"
"000018768","2022-02-22 08:50:39","LUGAZ09","109.80","1000.00"
"000018769","2022-02-22 11:12:30","LUGAZ09","2733.00","10000.00"
"000018770","2022-02-22 11:56:39","LUGAZ09","3.00","1000.00"
"000018771","2022-02-23 10:16:31","LUGAZ09","1.00","500.00"
"000018772","2022-02-22 16:10:11","LUGAZ09","1.00","400.00"
"000018773","2022-02-22 15:23:07","LUGAZ09","1.00","1000.00"
"000018774","2022-02-22 09:33:54","JMEZA","255.60","700.00"
"000018775","2022-02-22 09:21:14","JMEZA","145.30","400.00"
"000018776","2022-02-22 09:28:31","JMEZA","183.50","500.00"
"000018777","2022-02-22 09:36:01","JMEZA","105.30","500.00"
"000018778","2022-02-22 12:33:43","JMEZA","40.00","4000.00"
"000018779","2022-02-22 09:54:00","LUGAZ09","71.30","250.00"
"000018780","2022-02-23 10:07:50","LUGAZ09","1.00","400.00"
"000018781","2022-02-22 09:39:43","JMEZA","264.50","1200.00"
"000018782","2022-02-22 09:54:35","JMEZA","1.90","200.00"
"000018783","2022-02-22 10:50:33","XGOMEZ12","290.20","1000.00"
"000018784","2022-02-22 10:13:30","XGOMEZ12","1.90","700.00"
"000018785","2022-02-22 09:58:08","XGOMEZ12","2.60","600.00"
"000018786","2022-02-22 10:53:07","XGOMEZ12","137.10","500.00"
"000018787","2022-02-22 10:10:31","XGOMEZ12","324.20","1100.00"
"000018788","2022-02-22 10:08:29","XGOMEZ12","773.00","3000.00"
"000018789","2022-02-22 10:00:36","XGOMEZ12","28.40","800.00"
"000018790","2022-02-22 10:04:02","XGOMEZ12","213.60","2000.00"
"000018791","2022-02-22 12:28:50","Kespiritu","1.00","1000.00"
"000018792","2022-02-23 09:12:59","LUGAZ09","109.20","500.00"
"000018793","2022-02-22 10:37:56","XGOMEZ12","1.90","1000.00"
"000018794","2022-02-22 10:39:03","XGOMEZ12","8.00","7000.00"
"000018795","2022-02-22 18:11:16","GUIPOMA","1.00","500.00"
"000018796","2022-02-23 12:05:46","GUIPOMA","1.00","1000.00"
"000018797","2022-02-22 18:11:52","XGOMEZ12","74.20","1000.00"
"000018798","2022-02-22 18:10:08","XGOMEZ12","99.90","500.00"
"000018799","2022-02-22 18:00:32","GUIPOMA","764.80","2000.00"
"000018800","2022-02-23 09:21:42","LUGAZ09","225.30","1000.00"
"000018802","2022-02-22 18:24:00","XGOMEZ12","1.00","100.00"
"000018803","2022-02-23 11:33:42","LUGAZ09","273.50","1000.00"
"000018804","2022-02-25 11:54:30","LUGAZ09","1.00","1000.00"
"000018805","2022-02-26 09:33:44","LUGAZ09","1.00","1000.00"
"000018806","2022-02-23 09:36:04","LUGAZ09","28.10","500.00"
"000018807","2022-02-23 09:41:25","LUGAZ09","107.80","1000.00"
"000018808","2022-02-23 10:19:29","LUGAZ09","8.00","5000.00"
"000018809","2022-02-23 10:36:10","JMEZA","825.50","3000.00"
"000018810","2022-02-23 10:32:00","JMEZA","4.60","3000.00"
"000018811","2022-02-23 10:12:33","JMEZA","179.40","2000.00"
"000018812","2022-02-23 10:17:50","JMEZA","55.40","700.00"
"000018813","2022-02-23 10:22:49","JMEZA","534.60","3000.00"
"000018814","2022-02-23 10:42:11","JMEZA","204.20","1000.00"
"000018815","2022-02-23 09:56:53","XGOMEZ12","19.00","3000.00"
"000018816","2022-02-23 10:36:28","XGOMEZ12","77.00","400.00"
"000018817","2022-02-23 11:07:38","kespiritu","1.00","700.00"
"000018818","2022-02-23 10:32:08","XGOMEZ12","1.00","1000.00"
"000018819","2022-02-23 10:29:05","XGOMEZ12","415.20","1000.00"
"000018820","2022-02-23 09:49:46","XGOMEZ12","143.70","500.00"
"000018821","2022-02-23 10:47:26","JMEZA","1.40","800.00"
"000018822","2022-02-23 10:13:49","XGOMEZ12","350.20","1500.00"
"000018824","2022-02-23 10:04:43","XGOMEZ12","2.80","1200.00"
"000018825","2022-02-23 10:44:21","JMEZA","7.00","2000.00"
"000018826","2022-02-23 10:45:39","XGOMEZ12","5.00","3000.00"
"000018827","2022-02-23 10:33:41","XGOMEZ12","1.00","350.00"
"000018828","2022-02-23 10:25:22","JMEZA","251.40","1000.00"
"000018829","2022-02-24 18:01:25","LUGAZ09","1.00","500.00"
"000018830","2022-02-23 09:57:48","JMEZA","271.00","1000.00"
"000018831","2022-02-23 09:56:47","JMEZA","164.50","600.00"
"000018832","2022-02-23 10:43:10","LUGAZ09","254.80","700.00"
"000018833","2022-02-23 17:32:20","XGOMEZ12","2.00","1500.00"
"000018834","2022-02-23 17:19:39","JMEZA","161.30","500.00"
"000018835","2022-02-23 11:57:34","GUIPOMA","254.20","1000.00"
"000018836","2022-02-23 12:28:55","GUIPOMA","109.20","500.00"
"000018837","2022-02-24 16:04:20","GUIPOMA","1.00","500.00"
"000018838","2022-02-23 15:57:12","GUIPOMA","274.50","1500.00"
"000018839","2022-02-23 18:09:56","LUGAZ09","684.10","2500.00"
"000018840","2022-02-23 18:03:58","LUGAZ09","82.60","300.00"
"000018841","2022-02-23 17:08:32","XGOMEZ12","171.80","1000.00"
"000018842","2022-02-23 17:42:25","GUIPOMA","548.00","3000.00"
"000018843","2022-02-23 17:42:32","XGOMEZ12","790.50","3000.00"
"000018844","2022-02-24 10:46:46","XGOMEZ12","1548.00","6000.00"
"000018845","2022-02-24 10:36:46","XGOMEZ12","1.00","500.00"
"000018846","2022-02-24 10:49:22","XGOMEZ12","1094.00","4000.00"
"000018847","2022-02-23 19:04:00","JMEZA","1834.00","5000.00"
"000018848","2022-02-24 10:43:12","LUGAZ09","1.00","800.00"
"000018849","2022-02-24 11:15:25","GUIPOMA","1.00","1000.00"
"000018850","2022-02-24 10:17:35","LUGAZ09","1.00","200.00"
"000018851","2022-02-24 10:33:56","JMEZA","2.80","500.00"
"000018853","2022-02-24 10:25:56","JMEZA","183.00","1000.00"
"000018854","2022-02-24 15:29:13","GUIPOMA","1.00","500.00"
"000018856","2022-02-24 10:18:04","JMEZA","350.80","1200.00"
"000018857","2022-02-24 10:40:28","LUGAZ09","1.00","300.00"
"000018858","2022-02-24 10:28:26","JMEZA","2.20","300.00"
"000018859","2022-02-24 10:52:21","LUGAZ09","1.00","600.00"
"000018860","2022-02-24 10:14:38","JMEZA","48.00","1000.00"
"000018861","2022-02-24 10:24:17","XGOMEZ12","112.00","600.00"
"000018862","2022-02-24 10:11:22","JMEZA","2.20","1000.00"
"000018864","2022-02-24 11:12:44","GUIPOMA","203.10","1200.00"
"000018866","2022-02-24 10:21:18","XGOMEZ12","1.00","300.00"
"000018867","2022-02-24 10:42:02","JMEZA","59.80","800.00"
"000018869","2022-02-24 10:38:56","JMEZA","1.40","800.00"
"000018870","2022-02-24 11:08:47","LUGAZ09","1.00","1000.00"
"000018871","2022-02-24 10:14:57","XGOMEZ12","2.80","500.00"
"000018872","2022-02-24 10:53:10","JMEZA","1.90","200.00"
"000018874","2022-02-24 20:04:05","JMEZA","1.00","500.00"
"000018875","2022-02-24 10:37:08","JMEZA","1.00","100.00"
"000018876","2022-02-24 10:58:55","XGOMEZ12","1.00","300.00"
"000018877","2022-02-24 12:59:49","XGOMEZ12","150.60","600.00"
"000018878","2022-02-24 10:48:40","JMEZA","146.50","500.00"
"000018879","2022-02-25 16:56:30","XGOMEZ12","1.00","400.00"
"000018880","2022-02-24 11:05:00","XGOMEZ12","1.00","600.00"
"000018881","2022-02-24 11:21:37","XGOMEZ12","1.00","1000.00"
"000018882","2022-02-24 17:52:34","XGOMEZ12","1.00","1000.00"
"000018883","2022-02-24 18:51:59","GUIPOMA","1.00","200.00"
"000018884","2022-02-24 18:53:48","GUIPOMA","1.00","500.00"
"000018886","2022-02-25 10:01:36","LUGAZ09","1098.00","3000.00"
"000018887","2022-02-25 10:00:06","JMEZA","183.20","500.00"
"000018888","2022-02-24 19:14:11","GUIPOMA","1.00","1000.00"
"000018889","2022-02-25 10:13:17","LUGAZ09","1.00","500.00"
"000018890","2022-02-25 10:19:31","LUGAZ09","109.60","900.00"
"000018891","2022-02-25 10:16:17","LUGAZ09","186.40","2000.00"
"000018892","2022-02-25 10:52:02","LUGAZ09","7229.00","30000.00"
"000018894","2022-02-25 10:09:32","LUGAZ09","110.90","500.00"
"000018895","2022-02-25 10:26:39","JMEZA","2.00","2000.00"
"000018896","2022-02-25 10:07:00","JMEZA","293.00","800.00"
"000018897","2022-02-25 09:56:45","LUGAZ09","355.20","1000.00"
"000018898","2022-02-25 10:32:35","XGOMEZ12","914.00","5000.00"
"000018899","2022-02-25 15:15:25","XGOMEZ12","1.00","600.00"
"000018900","2022-02-25 10:16:06","JMEZA","67.40","300.00"
"000018902","2022-02-25 10:13:28","JMEZA","2.60","600.00"
"000018904","2022-02-25 10:41:30","XGOMEZ12","219.40","1000.00"
"000018905","2022-02-25 10:26:25","XGOMEZ12","204.20","800.00"
"000018906","2022-02-25 10:39:50","XGOMEZ12","256.60","1000.00"
"000018907","2022-02-25 10:10:30","JMEZA","182.90","500.00"
"000018908","2022-02-25 16:14:37","JMEZA","193.20","700.00"
"000018909","2022-02-25 10:24:29","XGOMEZ12","1.00","500.00"
"000018910","2022-02-25 18:50:07","JMEZA","218.20","1000.00"
"000018911","2022-02-25 11:05:41","GUIPOMA","89.20","800.00"
"000018912","2022-02-25 10:43:57","GUIPOMA","803.30","2500.00"
"000018913","2022-02-25 11:31:24","GUIPOMA","356.00","800.00"
"000018914","2022-02-25 12:31:50","GUIPOMA","1534.00","5000.00"
"000018915","2022-02-25 16:58:34","GUIPOMA","3.00","3000.00"
"000018916","2022-02-26 08:39:09","LUGAZ09","1.00","300.00"
"000018917","2022-02-25 18:30:42","XGOMEZ12","462.00","4000.00"
"000018919","2022-02-25 18:34:41","JMEZA","249.80","600.00"
"000018920","2022-03-01 15:45:10","GUIPOMA","1.00","1000.00"
"000018921","2022-02-26 08:42:11","LUGAZ09","809.50","5000.00"
"000018922","2022-02-26 13:42:58","XGOMEZ12","6376.00","30000.00"
"000018923","2022-02-26 10:53:30","XGOMEZ12","3.00","3000.00"
"000018924","2022-02-26 09:22:29","LUGAZ09","1.00","1000.00"
"000018925","2022-02-26 08:35:14","LUGAZ09","1.00","500.00"
"000018926","2022-02-26 09:22:35","GUIPOMA","86.00","500.00"
"000018927","2022-02-26 10:01:54","XGOMEZ12","2.20","600.00"
"000018928","2022-02-26 10:03:33","XGOMEZ12","1.00","300.00"
"000018929","2022-02-26 08:50:39","LUGAZ09","4.00","1200.00"
"000018932","2022-02-26 12:22:08","LUGAZ09","2.40","1200.00"
"000018933","2022-02-26 08:53:40","LUGAZ09","1.00","500.00"
"000018934","2022-02-28 11:34:55","LUGAZ09","1.00","500.00"
"000018935","2022-02-26 12:21:18","LUGAZ09","1.00","1000.00"
"000018936","2022-02-28 15:37:33","LUGAZ09","36.40","500.00"
"000018937","2022-02-26 09:59:31","JMEZA","153.60","700.00"
"000018938","2022-02-26 09:25:44","LUGAZ09","79.30","300.00"
"000018939","2022-02-26 10:10:42","JMEZA","2.20","200.00"
"000018940","2022-02-26 09:48:01","JMEZA","245.40","2500.00"
"000018941","2022-02-26 10:21:56","JMEZA","133.80","500.00"
"000018942","2022-02-26 10:38:47","XGOMEZ12","10.60","1000.00"
"000018943","2022-02-26 10:41:08","XGOMEZ12","4.00","4000.00"
"000018944","2022-02-28 17:37:45","JMEZA","1.00","300.00"
"000018945","2022-02-26 10:17:52","XGOMEZ12","1.00","600.00"
"000018946","2022-02-26 10:42:17","XGOMEZ12","238.40","600.00"
"000018947","2022-02-26 10:44:48","XGOMEZ12","188.50","800.00"
"000018948","2022-02-26 09:52:49","JMEZA","12.00","100.00"
"000018949","2022-02-26 10:48:51","XGOMEZ12","181.50","1000.00"
"000018950","2022-02-26 10:29:18","XGOMEZ12","334.00","3000.00"
"000018951","2022-02-26 10:23:55","JMEZA","5.70","300.00"
"000018952","2022-02-26 10:51:03","JMEZA","1.00","500.00"
"000018953","2022-02-26 10:11:58","XGOMEZ12","633.00","3000.00"
"000018954","2022-02-26 10:14:11","JMEZA","238.40","600.00"
"000018955","2022-02-26 10:44:20","JMEZA","309.10","400.00"
"000018956","2022-02-26 10:48:21","JMEZA","38.00","200.00"
"000018957","2022-02-26 10:41:29","JMEZA","1.00","500.00"
"000018958","2022-02-26 10:28:14","GUIPOMA","321.50","1500.00"
"000018959","2022-02-26 11:34:38","LUGAZ09","1.00","200.00"
"000018960","2022-02-26 12:24:04","GUIPOMA","552.10","5000.00"
"000018961","2022-02-26 13:49:03","LUGAZ09","1.30","200.00"
"000018962","2022-02-28 09:58:53","LUGAZ09","219.40","1000.00"
"000018963","2022-02-28 11:32:07","LUGAZ09","3.00","3000.00"
"000018964","2022-02-28 10:31:08","LUGAZ09","251.90","3000.00"
"000018965","2022-02-26 16:44:21","JMEZA","5.50","500.00"
"000018966","2022-02-26 16:45:49","JMEZA","1.00","1000.00"
"000018967","2022-02-28 10:19:13","JMEZA","182.60","1000.00"
"000018968","2022-02-28 12:58:45","LUGAZ09","137.10","700.00"
"000018969","2022-02-28 12:04:15","xgomez12","160.00","1200.00"
"000018970","2022-02-28 10:21:00","xgomez12","2.50","500.00"
